id,compound,formula
LMST03020582,(5Z_7E)-(1S_3R_20S)-20-phenyl-21-nor-9_10-seco-5_7_10(19)_16-cholestatetraene-1_3_25-triol,C32H44O3
LMST03020583,(5Z_7E_)-(1S_3R_20S)-20-cyclopropyl-21-nor-9_10-seco-5_7_10(19)_16-cholestatetraene-1_3_25-triol,C29H44O3
LMST03020584,(5Z_7E_)-(1S_3R_20S)-20-butyl-21-nor-9_10-seco-5_7_10(19)_16-cholestatetraene-1_3_25-triol,C30H48O3
LMST03020585,(5Z_7E)-(1S_3R_20R)-20-phenyl-21-nor-9_10-seco-5_7_10(19)_16-cholestatetraene-1_3_25-triol,C32H44O3
LMST03020586,(5Z_7E)-(1S_3R)-18-(4-hydroxy-4-methylpentyloxy)-23_24-dinor-9_10-seco-5_7_10(19)-cholatriene-1_3-diol,C28H46O4
LMST03020587,(5Z_7E)-(1S_3R)-18-(4-hydroxy-4-ethylhexyloxy)-23_24-dinor-9_10-seco-5_7_10(19)-cholatriene-1_3-diol,C30H50O4
LMST03020588,(5Z_7E)-(1S_3R)-18-(5-hydroxy-5-methylhexyloxy)-23_24-dinor-9_10-seco-5_7_10(19)-cholatriene-1_3-diol,C29H48O4
LMST03020589,(5Z_7E)-(1S_3R)-18-[m-(1-hydroxy-1-methylethyl)-benzyloxy]-23_24-dinor-9_10-seco-5_7_10(19)-cholatriene-1_3-diol,C32H46O4
LMST03020590,(5Z_7E)-(1S_3R)-18-[m-(1-hydroxy-1-ethylpropyl)-benzyloxy]-23_24-dinor-9_10-seco-5_7_10(19)-cholatriene-1_3-diol,C34H50O4
LMST03020591,(5Z_7E)-(1S_3R)-18-(4-hydroxy-4-methyl-2-pentynyloxy)-23_24-dinor-9_10-seco-5_7_10(19)-cholatriene-1_3-diol,C28H42O4
LMST03020592,(5Z_7E)-(1S_3R)-18-(4-hydroxy-4-ethyl-2-hexynyloxy)-23_24-dinor-9_10-seco-5_7_10(19)-cholatriene-1_3-diol,C30H46O4
LMST03020593,(5Z_7E)-(1S_3R)-18-(5-hydroxy-5-methyl-2-hexynyloxy)-23_24-dinor-9_10-seco-5_7_10(19)-cholatriene-1_3-diol,C29H44O4
LMST03020594,(5Z_7E)-(1S_3R)-18-(5-hydroxy-5-methyl-3-hexynyloxy)-23_24-dinor-9_10-seco-5_7_10(19)-cholatriene-1_3-diol,C29H44O4
LMST03020595,(5Z_7E_24E)-(1S_3R)-24a_24b-dihomo-9_10-seco-5_7_10(19)_24-cholestatetraene-1_3_25-triol,C29H46O3
LMST03020596,(5Z_7E_24aE)-(1S_3R)-24a_24b-dihomo-9_10-seco-5_7_10(19)_24a-cholestatetraene-1_3_25-triol,C29H46O3
LMST03020597,(5Z_7E)-(1S_3R_10S)-9_10-seco-5_7-cholestadiene-1_3_19_25-tetrol,C27H46O4
LMST03020598,(5Z_7E)-(1S_3R_10R)-9_10-seco-5_7-cholestadiene-1_3_19_25-tetrol,C27H46O4
LMST03020599,(5Z_7E)-(1S_3R_23S)-1_3-dihydroxy-9_10-seco-5_7_10(19)_25(27)-cholestatetraeno-26_23-lactone,C27H38O4
LMST03020600,(5Z_7E)-(1S_3R_23R)-1_3-dihydroxy-9_10-seco-5_7_10(19)_25(27)-cholestatetraeno-26_23-lactone,C27H38O4
LMST03020601,(5Z_7E)-(1R_2R_3R)-2-chloro-9_10-seco-5_7_10(19)-cholestatriene-1_3_25-triol,C27H43ClO3
LMST03020602,(5Z_7E)-(1R_2R_3R)-2-fluoro-9_10-seco-5_7_10(19)-cholestatriene-1_3_25-triol,C27H43FO3
LMST03020603,(5Z_7E)-(1R_2R_3R)-2-methoxy-9_10-seco-5_7_10(19)-cholestatriene-1_3_25-triol,C28H46O4
LMST03020604,(7E)-(1R_3R)-1_3-dihydroxy-19-nor-9_10-seco-5_7-pregnadien-20-one,C20H30O3
LMST03020605,(22E)-(8S)-3-hydroxy-9_10-seco-1_3_5(10)_22-cholestatetraen-9-one,C27H40O2
LMST03020608,(5Z_7E_16Z)-(1S_3R)-24-oxo-9_10-seco-5_7_10(19)_16-cholestatetraen-1_3_25-triol,C27H40O4
LMST03020609,(5Z_7E_16Z)-(1R_3R)-19-nor-24-oxo-9_10-seco-5_7_16-cholestatrien-1_3_25-triol,C26H40O4
LMST03020610,(5Z_7E)-(3S)-9_10-seco-5_7_10(19)-cholestatrien-3-glucosiduronate,C33H52O7
LMST03020611,(5Z_7E)-(1S_3R)-1_25-dihydroxy-9_10-seco-5_7_10(19)-cholestatrien-3-glycoside,C33H54O8
LMST03020612,(5Z_7E)-(3S)-3-(2-bromo-acetoxy)-9_10-seco-5_7_10(19)-cholestatrien-25-ol,C29H45BrO3
LMST03020613,(5Z_7E)-(1R_3S)-21-(3-hydroxy-3-methyl-butyl)-9_10-seco-5_7_10(19)-cholestatrien-1_3_25-triol,C32H54O4
LMST03020614,(5Z_7E)-(1S_3R)-23-aza-23-[3-(1-hydroxy-1-methylethyl)-phenyl]-24_25_26_27-tetranor-9_10-seco-5_7_10(19)-cholestatriene-1_3-diol,C31H44O3S
LMST03020615,(7E)-(1R_3R)-9_11_21-trinor-9_10-seco-5_7-cholestadien-1_3_25-triol,C24H42O3
LMST03020616,(5E_7E)-(1R_2S_3R)-2-fluoro-22-oxa-19-nor-9_10-seco-5_7-cholestadien-1_3_25-triol,C25H41FO4
LMST03020617,(5Z_7E)-(1S_3R_11R)-11-hemiglutaryloxy-9_10-seco-5_7_10(19)-cholestatrien-1_3_25-triol,C33H52O6
LMST03020618,(5Z_7E)-9_10-seco-5_7_10(19)-cholestatriene,C27H44
LMST03020619,(5Z_7E)-9_10-seco-5_7_10(19)-cholestatrien-25-ol,C27H44O
LMST03020620,(5Z_7E)-(1S_3R_20S)-21-(3-hydroxy-3-methyl-butyl)-23-yne-26_26_26_27_27_27-hexafluoro-9_10-seco-5_7_10(19)-cholestatrien-1_3_25-triol,C32H44F6O4
LMST03020621,(5Z_7E_22E)-(1S_3R_24R)-25-carbobutoxy-26_26-cyclo-9_10-seco-5_7_10(19)_22-cholestatetraene-1_3_24-triol,C32H48O5
LMST03020622,(5Z_7E_22E)-(1S_3R_24R)-25-(carboethoxy-methylene)-26_26-cyclo-9_10-seco-5_7_10(19)_22-cholestatetraene-1_3_24-triol,C32H46O5
LMST03020623,(5Z_7E_24aE)-(1S_3R)-24a_24b-dihomo-9_10-seco-5_7_10(19)_24a-cholestatrien-1_3_25-triol,C29H44O3
LMST03020624,(5Z_7E)-25-hydroxy-9_10-seco-5_7_10(19)-cholestatrien 3R-(1_2-epoxy-propyl)ether,C29H46O3
LMST03020625,(5Z_7E)-(1S_3R)-18-(3-hydroxy-3-methyl-butyl)-20-methyl-9_10-seco-5_7_10(19)_20-pregnatetraen-1_3-diol,C27H42O3
LMST03020626,(5Z_7E)-(1S_2S_3R)-2-(3-hydroxy-propyl)-9_10-seco-5_7_10(19)-cholestatrien-1_3_25-triol,C30H50O4
LMST03020627,(5Z_7E)-(1R_2R_3R)-3-(hydroxy-propyl)-19-nor-9_10-seco-5_7-cholestadien-1_3_25-triol,C29H50O4
LMST03020628,(2E_5E_7E)-(1R_3R)-2-ethylidene-19-nor-9_10-seco-5_7-cholestadien-1_3_25-triol,C28H46O3
LMST03020629,(2Z_5E_7E)-(1R_3R)-2-ethylidene-19-nor-9_10-seco-5_7-cholestadien-1_3_25-triol,C28H46O3
LMST03020630,(7E)-(1S_3R_20R)-20-(3R_4-dihydroxy-4-methy-propyl)-19-nor-9_10-seco-5_7-cholestadien-1_3_25-triol,C31H54O5
LMST03020631,(5Z_7E)-(1S_3R_20R)-20-(3R_4-dihydroxy-4-methy-propyl)-9_10-seco-5_7_10(19)-cholestatrien-1_3_25-triol,C32H54O5
LMST03020632,(7E)-(1S_3R_20S)-20-(3R_4-dihydroxy-4-methy-propyl)-19-nor-9_10-seco-5_7-cholestadien-1_3_25-triol,C31H54O5
LMST03020633,(5Z_7E)-(1S_3R_20S)-20-(3R_4-dihydroxy-4-methy-propyl)-9_10-seco-5_7_10(19)-cholestatrien-1_3_25-triol,C32H54O5
LMST03020634,(5Z_7E)-(1S_3R_16R)-16-glutaryloxy-9_10-seco-5_7_10(19)-cholestatriene-1_3_25-triol,C32H50O7
LMST03020635,(5Z_7E)-(1S_3R_16R_20S)-16-glutaryloxy-9_10-seco-5_7_10(19)-cholestatriene-1_3_25-triol,C32H50O7
LMST03020636,(5Z_7E)-(1S_3R_12R)-21-nor-24a_24b-dihomo-9_10-seco-20(12)-abeo-5_7_10(19)-cholestatriene-1_3_25-triol,C28H46O3
LMST03020637,(5Z_7E_16Z)-(1S_3R)-1-fluoro-13-yne-26_26_26_27_27_27-hexadeutero-9_10-seco-5_7_10(19)_16-cholestatetraen-3_25-diol,C27H31D6FO2
LMST03020638,(5Z_7E_22E)-(1S_3R)-24-cyclopropyl-9_10-seco-5_7_10(19)_22-cholestatetraene-1_3_24-triol,C30H46O3
LMST03020639,(5Z_7E_16Z)-(1S_3R)-9_10-seco-5_7_10(19)_16-cholestatetraene-1_3_25-triol,C27H42O3
LMST03020640,(7E_16Z)-(1S_3R)-23-thia-24_24b-clycobenzyl-19-nor-24a_24b-dihomo-9_10-seco-5_7_16-cholestatriene-1_3_25-triol,C30H42O3S
LMST03020641,(7E_16Z)-(1S_3R_20R)-23-thia-24_24b-benzyl-19-nor-24a_24b-dihomo-9_10-seco-5_7_16-cholestatriene-1_3_25-triol,C30H42O3S
LMST03020642,(5Z_7E_22E_24E)-(1S_3R)-26_27-dimethyl-24a-homo-9_10-seco-5_7_10(19)_22_24-cholestapentaene-1_3_25-triol,C30H46O3
LMST03020643,(5Z_7E_16Z_22E_24E)-(1S_3R)-26_27-dimethyl-24a-homo-9_10-seco-5_7_10(19)_22_24-cholestahexaene-1_3_25-triol,C30H44O3
LMST03020644,(5Z_7E_16Z_22E_24E)-(1S_3R_20S)-26_27-dimethyl-24a-homo-9_10-seco-5_7_10(19)_22_24-cholestahexaene-1_3_25-triol,C30H44O3
LMST03020645,(7E)-(1R_3R_14R_20R)-23-yne-19-nor-9_10-seco-5_7-cholestadiene-1_3_25-triol,C26H40O3
LMST03020646,(5Z_7E)-(3R)-9_10-seco-5_7_10(19)-cholestatriene-3_25-diol,C27H44O2
LMST03020647,(7E)-(1R_3R)-24_24-difluoro-19-nor-9_10-seco-5_7-cholestadiene-1_3_25_26-tetrol,C26H42F2O4
LMST03020648,(5Z_7E)-(3R)-9_10-seco-5_7_10(19)-cholestatrien-3-ol,C27H44O
LMST03020649,(7E)-(1R_3R_14R)-19-nor-23-yne-9_10-seco-5_7-cholestadiene-1_3_25-triol,C26H40O3
LMST03020650,(7E)-(1R_3R_20S)-2-methylene-19_nor-20-dihomo-9_10-seco-5_7-pregnadien-1_3-diol,C23H36O2
LMST03020651,(5Z_7E)-(1S_3R)-9_10-seco-5_7_10(19)-cholestatrien-1_3-ol 25-trimethyl-silyl ether,C30H52O3Si
LMST03020652,(5Z_7E)-(3S)-9_10-seco-5_7_10(19)-cholestatrien-3-sulfonic acid,C27H44O4S
LMST03020653,(5Z_7E)-(3S)-9_10-seco-5_7_10(19)-cholestatriene-3-yl hexadecanoate,C43H74O2
LMST03020654,(5Z_7E)-(3S)-9_10-seco-5_7_10(19)-cholestatrien-3-butanoate,C31H50O2
LMST03020655,(5E_7Z)-(3S)-9_10-seco-5_7_10(19)-cholestatriene-3_25-diol,C27H44O2
LMST03020656,(5Z_7E)-(1S_3R)-9_10-seco-5_7_10(19)-cholestatrien-1_3-diethanoate,C31H48O4
LMST03020657,(4E_6Z_8Z)-(1S_3R)-4-methyl-9_10-seco-4(5)_6_8-cholestatrien-3-ol,C27H44O2
LMST03020658,(5Z_7E)-(3S)-3-fluoro-9_10-seco-5_7_10(19)-cholestatriene,C27H43F
LMST03020659,(5E_6Z_8Z)-(1S_3R)-9_10-seco-5(10)_6_8-cholestatrien-1_3-diethanoate,C31H48O4
LMST03020660,(4E_6Z_8Z)-(1S_3R)-4-methyl-9_10-seco-5_7_10(19)-cholestatriene-1_3_25-triol,C27H44O3
LMST03020661,(5E_7Z)-(1S_3R)-9_10-seco-5_7_10(19)-cholestatriene-1_3-diol,C27H44O2
LMST03020662,(5Z_7E)-(3S_10S)-9_10-seco-5_7-cholestadiene-3_19-diol,C27H46O2
LMST03020663,(5Z_7E)-(3S)-25-fluoro-9_10-seco-5_7_10(19)-cholestatrien-3-ol,C27H43FO
LMST03020664,(5Z_7E)-(3S)-9_10-seco-5_7_10(19)_25-cholestatetraen-3-ol,C27H42O
LMST03020665,(4E_6Z_8Z)-(1R)-4-methyl-9_10-seco-4(5)_6_8_24-cholestatetraen-1-ol,C27H42O
LMST03020666,(5Z_7E)-(1S_3R_24S)-24-fluoro-9_10-seco-5_7_10(19)-cholestatriene-1_3_24-triol,C27H43FO3
LMST03020667,(5Z_7E)-(1R_3R)-1_25-difluoro-9_10-seco-5_7_10(19)-cholestatriene-3-ol,C27H42F2O
LMST03020668,(5Z_7E)-(1S_3R)-23-oxo-9_10-seco-5_7_10(19)-cholestatriene-1_3_25-triol,C27H42O4
LMST03020669,(5Z_7E)-(3S_11S)-9_10-seco-5_7_10(19)-cholestatrien-3_11-diol,C27H44O2
LMST03020670,(5Z_7E)-(1S_3R)-9_10-seco-5_7_10(19)-cholestatrien-3-cellobioside,C39H64O12
LMST03020671,(5Z_7E)-(1S_3R)-9_10-seco-5_7_10(19)-cholestatrien-3-D-glucopyranoside,C33H52O8
LMST03020672,5beta_6beta-epoxy-cholest-7-ene-3beta-ol,C27H44O2
LMST03020673,(5Z_7E)-(3S)-6_19-ethano-9_10-seco-5(10)_7-cholestadiene-3_25-diol,C29H48O2
LMST03020674,(5Z_7E)-(1S_3R_23R_25S)-9_10-seco-5_7_10(19)-cholestatriene-1_3_23_25_26-pentol,C27H44O5
LMST03020675,(5Z_7E)-(1S_2S_3R)-2-(3-hydroxy-propoxy)-9_10-seco-5_7_10(19)-cholestatriene-1_3_25-triol,C30H50O5
LMST03020676,(5Z_7E)-(3S)-24_24-difluoro-26_27-dimethyl-9_10-seco-5_7_10(19)-cholestatriene-3_25-diol,C29H46F2O2
LMST03020677,(5Z_7E)-(3S)-3-azido-9_10-seco-5_7_10(19)-cholestatrien-25-ol,C27H44N3O
LMST03020678,(5Z_7E)-(3S)-9_10-seco-5_7_10(19)-cholestatriene-3_22-triol,C27H44O2
LMST03020679,(5ZE_7E)-2-nor-1_3-seco-9_10-seco-5_7_10(19)-cholestatriene-1_3_25-triol,C26H44O3
LMST03020680,3beta_6alpha-dihydroxy-11-acetoxy-24-nor-9_11-seco-cholest-7_22E-diene-9-one,C28H44O5
LMST03020681,(5Z_7E)-(1S_3R)-24-oxo-25-aza-26_27-propano-9_10-seco-5_7_10(19)-cholestatriene-1_3_25-triol,C29H45NO3
LMST03020682,(5Z_7E)-(1S_3R)-23-oxa-23-[3-(1-hydroxy-1-methylethyl)phenyl]-24_25_26_27-tetranor-9_10-seco-5_7_10(19)-cholestatriene-1_3-diol,C31H44O4
LMST03020683,(5Z_7E)-(1S_3R)-23-oxa-24-[3-(1-hydroxy-1-methylethyl)phenyl]-25_26_27-trinor-9_10-seco-5_7_10(19)-cholestatriene-1_3-diol,C32H46O4
LMST03020684,(5Z_7E)-(3S)-3-(3'-O-amino-propyl)-9_10-seco-5_7_10(19)-cholestatriene-3_25-triol,C30H51NO2
LMST03020685,(5E_7E)-(1R_3R)-2-(3'-(methoxymethoxy)-propylidene)-19-nor-9_10-seco-5_7-cholestatriene-1_3_25-triol,C31H52O5
LMST03020686,(1S_3R_5Z_7E_24R_25)-9_10-secocholesta-5_7_10(19)-triene-1_3_24_25-tetrol,C27H44O4
LMST03020687,(1S_3R_5Z_7E)-1_3-dihydroxy-24-nor-9_10-secochola-5_7_10(19)-trien-23-al,C23H34O3
LMST03020688,(1S_3R_5Z_7E)-9_10-secochola-5_7_10_23-tetraene-1_3-diol,C24H36O2
LMST03020689,3beta_23S_25-dihydroxyvitamin D3,C27H44O3
LMST03030001,(3S)-9_10-seco-5Z_7E_10(19)-ergostatrien-3-ol,C28H46O
LMST03030002,Ergosta-5_7-dien-3beta-ol,C28H46O
LMST03030003,24R-methyl-ergosta-5_7_22E-trien-1_3beta_25-triol,C28H44O3
LMST03030004,(3S_24R)-9_10-seco-5Z_7E_10(19)-ergostatrien-3_24-diol,C28H46O2
LMST03030005,5_6-trans-25-Hydroxyvitamin D3,C27H44O2
LMST03040002,(5Z_7E)-(3S)-9_10-seco-5_7_10(19)-poriferastatrien-3-ol,C29H48O
LMST03040003,Poriferasta-5_7-dien-3beta-ol,C29H48O
LMST03040004,(5Z_7E)-(1S_3R)-9_10-seco-5_7_10(19)-poriferastatrien-1_3-diol,C29H48O2
LMST03050001,(5Z_7E_22E)-(3S)-9_10-seco-5_7_10(19)_22-poriferastatetraen-3-ol,C29H46O
LMST03050002,Poriferasta-5_7_22E-trien-3beta-ol,C29H46O
LMST03060001,(5Z_7E)-(3S)-9_10-seco-5_7_10(19)-campestatrien-3-ol,C28H46O
LMST03060002,Campesta-5_7-trien-3beta-ol,C28H46O
LMST03060003,(5Z_7E)-(3R)-1-oxo-9_10-seco-5_7_10(19)-campestatrien-3-ol,C28H44O3
LMST03060004,(5E_7E)-(1S_3R_20R)-22-oxa-24a_24b-dihomo-9_10-seco-5_7_10(19)-cholestatriene-1_3_25-triol,C28H46O4
LMST04010001,3Alpha_7Alpha_12Alpha-trihydroxy-5Beta-cholan-24-oic acid,C24H40O5
LMST04010002,5alpha-Cholan-24-oic Acid,C24H40O2
LMST04010003,3alpha-Hydroxy-5beta-cholan-24-oic Acid,C24H40O3
LMST04010004,3beta-Hydroxy-5beta-cholan-24-oic Acid,C24H40O3
LMST04010005,3alpha-Hydroxy-5alpha-cholan-24-oic Acid,C24H40O3
LMST04010006,3beta-Hydroxy-5alpha-cholan-24-oic Acid,C24H40O3
LMST04010007,6alpha-Hydroxy-5beta-cholan-24-oic Acid,C24H40O3
LMST04010008,6beta-Hydroxy-5beta-cholan-24-oic Acid,C24H40O3
LMST04010009,6alpha-Hydroxy-5alpha-cholan-24-oic Acid,C24H40O3
LMST04010010,6beta-Hydroxy-5alpha-cholan-24-oic Acid,C24H40O3
LMST04010011,7alpha-Hydroxy-5beta-cholan-24-oic Acid,C24H40O3
LMST04010012,7beta-Hydroxy-5beta-cholan-24-oic Acid,C24H40O3
LMST04010013,7alpha-Hydroxy-5alpha-cholan-24-oic Acid,C24H40O3
LMST04010014,7beta-Hydroxy-5alpha-cholan-24-oic Acid,C24H40O3
LMST04010015,12alpha-Hydroxy-5beta-cholan-24-oic Acid,C24H40O3
LMST04010016,12beta-Hydroxy-5beta-cholan-24-oic Acid,C24H40O3
LMST04010017,12alpha-Hydroxy-5alpha-cholan-24-oic Acid,C24H40O3
LMST04010018,12beta-Hydroxy-5alpha-cholan-24-oic Acid,C24H40O3
LMST04010019,1alpha_3alpha-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010020,1beta_3alpha-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010021,2beta_3alpha-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010022,3alpha_4beta-dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010023,3beta_4beta-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010024,3alpha_6alpha-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010025,3alpha_6beta-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010026,3beta_6alpha-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010027,3beta_6beta-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010028,3alpha_6alpha-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010029,3alpha_6beta-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010030,3beta_6alpha-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010031,3beta_6beta-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010032,3alpha_7alpha-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010033,3alpha_7beta-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010034,3beta_7alpha-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010035,3beta_7beta-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010036,3alpha_7alpha-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010037,3alpha_7beta-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010038,3beta_7alpha-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010039,3beta_7beta-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010040,3alpha_12alpha-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010041,3alpha_12beta-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010042,3beta_12alpha-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010043,3beta_12beta-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010044,3alpha_12alpha-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010045,3alpha_12beta-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010046,3beta_12alpha-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010047,3beta_12beta-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010048,3alpha_15beta-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010049,7alpha_12alpha-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010050,7alpha_12beta-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010051,7beta_12alpha-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010052,7beta_12beta-Dihydroxy-5beta-cholan-24-oic Acid,C24H40O4
LMST04010053,7alpha_12alpha-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010054,7alpha_12beta-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010055,7beta_12alpha-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010056,7beta_12beta-Dihydroxy-5alpha-cholan-24-oic Acid,C24H40O4
LMST04010057,1alpha_3alpha_7alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010058,1beta_3alpha_7alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010059,2beta_3alpha_7alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010060,3alpha_4beta_7alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010061,3beta_4beta_7alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010062,3alpha_5beta_7alpha-Trihydroxycholan-24-oic Acid,C24H40O5
LMST04010063,1beta_3alpha_12alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010064,3alpha_6alpha_7alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010065,3alpha_6alpha_7beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010066,3alpha_6beta_7alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010067,3alpha_6beta_7beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010068,3beta_6alpha_7alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010069,3beta_6alpha_7beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010070,3beta_6beta_7alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010071,3beta_6beta_7beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010072,3alpha_6alpha_7alpha-Trihydroxy-5alpha-cholan-24-oic Acid,C24H40O5
LMST04010073,3alpha_6alpha_7beta-Trihydroxy-5alpha-cholan-24-oic Acid,C24H40O5
LMST04010074,3alpha_6beta_7alpha-Trihydroxy-5alpha-cholan-24-oic Acid,C24H40O5
LMST04010075,3alpha_6beta_7beta-Trihydroxy-5alpha-cholan-24-oic Acid,C24H40O5
LMST04010076,2beta_3alpha_12alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010077,3alpha_4beta_12alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010078,3beta_4beta_12alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010079,3alpha_5beta_12alpha-Trihydroxycholan-24-oic Acid,C24H40O5
LMST04010080,3alpha_6alpha_12alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010081,3alpha_6beta_12alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010082,3beta_6alpha_12alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010083,3beta_6beta_12alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010085,3alpha_7alpha_12beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010086,3beta_7alpha_12alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010087,3beta_7alpha_12beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010088,3alpha_7beta_12alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010089,3alpha_7beta_12beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010090,3beta_7beta_12alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010091,3beta_7beta_12beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010092,3alpha_7alpha_12alpha-Trihydroxy-5alpha-cholan-24-oic Acid,C24H40O5
LMST04010093,3alpha_7alpha_12beta-Trihydroxy-5alpha-cholan-24-oic Acid,C24H40O5
LMST04010094,3beta_7alpha_12alpha-Trihydroxy-5alpha-cholan-24-oic Acid,C24H40O5
LMST04010095,3beta_7alpha_12beta-Trihydroxy-5alpha-cholan-24-oic Acid,C24H40O5
LMST04010096,3alpha_7beta_12alpha-Trihydroxy-5alpha-cholan-24-oic Acid,C24H40O5
LMST04010097,3alpha_7beta_12beta-Trihydroxy-5alpha-cholan-24-oic Acid,C24H40O5
LMST04010098,3beta_7beta_12alpha-Trihydroxy-5alpha-cholan-24-oic Acid,C24H40O5
LMST04010099,3beta_7beta_12beta-Trihydroxy-5alpha-cholan-24-oic Acid,C24H40O5
LMST04010100,(22R)-3alpha_7alpha_22-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010101,(22S)-3alpha_7alpha_22-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010102,(23R)-3alpha_7alpha_23-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010103,(23S)-3alpha_7alpha_23-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010104,3alpha_9alpha_11beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010105,3beta_9alpha_11beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010106,3_7_12-Trioxo-5beta-cholan-24-oic Acid,C24H34O5
LMST04010107,3alpha_7alpha_16alpha-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
LMST04010108,3alpha_11alpha_15beta-Trihydroxy-5beta-cholan-24-oic Acid,C24H40O5
